player_x,stone_x,stone_y,horizontal_distance,stone_speed,action
0.39996,0.13315,0.10788,-0.26681,0.44206,stay
0.48899,0.6693,0.82486,0.18031,0.5578,left
0.52044,0.88478,0.68437,0.36434,0.90111,stay
0.54371,0.25291,0.47135,-0.2908,0.77946,stay
0.09087,0.5,0.0,0.40913,0.0,stay
0.38677,0.67213,0.76596,0.28536,0.82008,stay
0.89418,0.5,0.0,-0.39418,0.0,stay
0.38743,0.27025,0.64362,-0.11718,0.46818,right
0.88619,0.41249,0.93503,-0.4737,0.93069,stay
0.66243,0.59062,0.38477,-0.07181,0.76966,right
0.60362,0.5384,0.72289,-0.06522,0.82487,right
0.78847,0.66916,0.06317,-0.11931,0.97648,right
0.11996,0.75821,0.75733,0.63825,0.45423,stay
0.52078,0.41731,0.93809,-0.10347,0.77801,right
0.31992,0.5,0.0,0.18008,0.0,stay
0.3601,0.55214,0.09207,0.19204,0.9273,left
0.42081,0.58485,0.99702,0.16404,0.46587,left
0.35857,0.30652,0.8048,-0.05205,0.50876,right
0.93797,0.09215,0.9601,-0.84583,0.86099,stay
0.84883,0.5,0.0,-0.34883,0.0,stay
0.69797,0.46041,0.39075,-0.23756,0.8597,stay
0.82782,0.60741,0.3274,-0.22041,0.79233,stay
0.78933,0.33894,0.36466,-0.45039,0.43537,stay
0.13908,0.77755,0.72556,0.63847,0.52742,stay
0.5833,0.71243,0.16869,0.12913,0.75992,left
0.73837,0.67832,0.04203,-0.06005,0.63227,right
0.2009,0.5,0.0,0.2991,0.0,stay
0.14049,0.75452,0.00518,0.61403,0.7437,stay
0.69188,0.16409,0.73305,-0.52779,0.67627,stay
0.45922,0.48697,0.95992,0.02775,0.65897,left
0.59092,0.67548,0.14232,0.08455,0.8891,left
0.89128,0.54761,0.82116,-0.34367,0.72134,stay
0.5134,0.49663,0.22379,-0.01677,0.59171,right
0.62504,0.42885,0.2501,-0.19619,0.91182,right
0.58278,0.77659,0.92657,0.19381,0.75795,left
0.79631,0.37871,0.12927,-0.4176,0.73261,stay
0.81993,0.85814,0.7289,0.03821,0.58637,left
0.65341,0.50798,0.01823,-0.14543,0.60605,right
0.2951,0.5,0.0,0.2049,0.0,stay
0.72379,0.5,0.0,-0.22379,0.0,stay
0.67156,0.06175,0.8579,-0.60982,0.44882,stay
0.51485,0.38148,0.05621,-0.13338,0.88115,right
0.28354,0.61949,0.44517,0.33595,0.71295,stay
0.07942,0.1639,0.09023,0.08447,0.8955,left
0.29961,0.50031,0.17048,0.20069,0.54045,left
0.336,0.0697,0.20464,-0.26629,0.8595,stay
0.60293,0.76837,0.35626,0.16544,0.48246,left
0.43675,0.60646,0.38844,0.16971,0.90026,left
0.43157,0.50469,0.04465,0.07312,0.93654,left
0.42172,0.46678,0.72031,0.04506,0.89331,left
0.24604,0.5,0.0,0.25396,0.0,stay
0.09438,0.40524,0.08508,0.31086,0.71604,stay
0.37687,0.88079,0.95659,0.50392,0.75172,stay
0.71447,0.86235,0.51959,0.14789,0.66676,left
0.63634,0.75744,0.00436,0.1211,0.77398,left
0.20996,0.40055,0.60782,0.19058,0.46959,left
0.52801,0.48051,0.79802,-0.0475,0.89814,right
0.41618,0.05458,0.28516,-0.3616,0.53532,stay
0.49311,0.95624,0.897,0.46313,0.9252,stay
0.09296,0.10194,0.04509,0.00899,0.49135,right
0.27588,0.16831,0.87191,-0.10757,0.91827,right
0.29106,0.6394,0.88914,0.34834,0.49666,stay
0.62212,0.10858,0.06926,-0.51354,0.66089,stay
0.12831,0.46617,0.92761,0.33786,0.5308,stay
0.8027,0.14872,0.60658,-0.65399,0.93084,stay
0.65555,0.662,0.58456,0.00645,0.89878,left
0.18999,0.5,0.76738,0.31001,0.56481,stay
0.1573,0.40112,0.69504,0.24383,0.98722,stay
0.08529,0.41225,0.03476,0.32696,0.4738,stay
0.39409,0.03544,0.04678,-0.35865,0.9801,stay
0.85161,0.75772,0.38763,-0.09389,0.54903,right
0.8875,0.35377,0.45443,-0.53372,0.4348,stay
0.86106,0.20369,0.35153,-0.65736,0.48174,stay
0.15154,0.56463,0.47002,0.41308,0.90401,stay
0.8355,0.19901,0.32672,-0.63649,0.8626,stay
0.73055,0.8924,0.86027,0.16184,0.78722,left
0.0759,0.5,0.0,0.4241,0.0,stay
0.08701,0.19861,0.16987,0.1116,0.71092,left
0.24699,0.9216,0.5097,0.67462,0.96237,stay
0.32944,0.38655,0.28708,0.05711,0.58901,right
0.70342,0.33127,0.64365,-0.37216,0.5003,stay
0.49118,0.43751,0.36219,-0.05367,0.9382,right
0.25699,0.51367,0.28081,0.25668,0.51564,stay
0.91591,0.72768,0.4673,-0.18823,0.96418,right
0.07309,0.63707,0.51893,0.56398,0.97507,stay
0.71124,0.55276,0.25832,-0.15848,0.70795,right
0.17189,0.63303,0.72929,0.46115,0.97936,stay
0.27107,0.5,0.0,0.22893,0.0,stay
0.45274,0.86792,0.54519,0.41518,0.60505,stay
0.77584,0.73177,0.33872,-0.04407,0.49565,left
0.07527,0.66471,0.97209,0.58944,0.50679,stay
0.0704,0.77723,0.65669,0.70683,0.92389,stay
0.23955,0.10355,0.90351,-0.136,0.94883,right
0.67976,0.91612,0.50047,0.23636,0.71146,stay
0.4912,0.62223,0.59784,0.13103,0.73975,left
0.16749,0.41444,0.65155,0.24694,0.77353,stay
0.82603,0.76596,0.86503,-0.06006,0.99803,right
0.61295,0.6733,0.95185,0.06036,0.44295,left
0.17484,0.89292,0.92656,0.71808,0.53578,stay
0.29808,0.91117,0.72502,0.61308,0.49432,stay
0.2907,0.19959,0.7027,-0.09111,0.60612,right
0.56101,0.11734,0.80235,-0.44367,0.8282,stay
0.93101,0.78536,0.0493,-0.14564,0.50075,right
0.60184,0.48098,0.75838,-0.12086,0.71844,right
0.8994,0.5,0.0,-0.3994,0.0,stay
0.23618,0.48395,0.47616,0.24777,0.67975,stay
0.66462,0.5,0.0,-0.16462,0.0,stay
0.43557,0.20314,0.04274,-0.23243,0.63155,stay
0.44419,0.2081,0.0357,-0.23609,0.44446,stay
0.72875,0.2709,0.19577,-0.45785,0.94182,stay
0.73842,0.5,0.0,-0.23842,0.0,stay
0.1913,0.35597,0.35191,0.16467,0.78638,left
0.20095,0.67446,0.92235,0.47351,0.77002,stay
0.16619,0.21752,0.60575,0.05133,0.48752,left
0.74422,0.31478,0.25865,-0.42945,0.79145,stay
0.4008,0.27041,0.9333,-0.13038,0.66192,right
0.85201,0.13607,0.46653,-0.71594,0.76344,stay
0.91549,0.45065,0.39709,-0.46484,0.844,stay
0.44801,0.29147,0.99695,-0.15654,0.67845,right
0.3185,0.69947,0.87129,0.38097,0.72912,stay
0.94353,0.0943,0.83423,-0.84923,0.68923,stay
0.54402,0.06393,0.96207,-0.4801,0.77667,stay
0.19381,0.58381,0.93291,0.39,0.67162,stay
0.09875,0.64425,0.64618,0.54549,0.46455,stay
0.56733,0.42766,0.48667,-0.13967,0.73631,right
0.12329,0.12874,0.69926,0.00545,0.64414,left
0.5485,0.69888,0.55593,0.15038,0.50976,left
0.30651,0.5,0.0,0.19349,0.0,stay
0.32239,0.14758,0.01388,-0.17481,0.49379,right
0.70965,0.62056,0.7715,-0.08909,0.84906,right
0.50817,0.2024,0.57204,-0.30577,0.70667,stay
0.40166,0.08469,0.94293,-0.31697,0.9347,stay
0.30608,0.7677,0.71485,0.46162,0.81329,stay
0.70451,0.52611,0.11119,-0.17841,0.59422,right
0.31837,0.5,0.0,0.18163,0.0,stay
0.36199,0.67706,0.41593,0.31507,0.95338,stay
0.52202,0.68453,0.40826,0.16251,0.60094,left
0.57347,0.5,0.0,-0.07347,0.0,stay
0.19121,0.1878,0.7942,-0.00341,0.64147,right
0.89153,0.13131,0.68303,-0.76022,0.76636,stay
0.18162,0.33277,0.24755,0.15115,0.91083,left
0.23001,0.42303,0.08381,0.19302,0.94574,left
0.09351,0.17655,0.13229,0.08304,0.92116,left
0.67021,0.62786,0.2999,-0.04235,0.62579,left
0.39592,0.5,0.0,0.10408,0.0,stay
0.90704,0.5,0.0,-0.40704,0.0,stay
0.62757,0.74392,0.74602,0.11635,0.81527,left
0.64199,0.42712,0.51476,-0.21487,0.67007,right
0.49962,0.96105,0.71253,0.46143,0.88102,stay
0.59103,0.03796,0.25239,-0.55307,0.8889,stay
0.36475,0.93344,0.08307,0.56869,0.99953,stay
0.19162,0.5959,0.81696,0.40428,0.80683,stay
0.12196,0.74857,0.71611,0.62661,0.43684,stay
0.68115,0.38959,0.03872,-0.29156,0.69829,stay
0.79111,0.39509,0.00441,-0.39601,0.95881,stay
0.69341,0.74185,0.85792,0.04844,0.78971,left
0.38657,0.79418,0.90722,0.4076,0.43338,stay
0.53938,0.91673,0.756,0.37735,0.78625,stay
0.6947,0.29194,0.19346,-0.40276,0.81483,stay
0.37106,0.29643,0.08233,-0.07463,0.78745,right
0.86226,0.08434,0.63161,-0.77792,0.83662,stay
0.57441,0.93694,0.1002,0.36253,0.49021,stay
0.65018,0.20131,0.90112,-0.44887,0.87741,stay
0.43861,0.91661,0.02384,0.478,0.54768,stay
0.53732,0.40966,0.52505,-0.12766,0.9784,right
0.07599,0.46262,0.70771,0.38663,0.70352,stay
0.21473,0.20241,0.41031,-0.01233,0.91884,right
0.39074,0.20372,0.60963,-0.18702,0.49281,right
0.50696,0.80132,0.28284,0.29435,0.60018,stay
0.8045,0.73375,0.9915,-0.07075,0.79072,right
0.4704,0.20902,0.91527,-0.26139,0.73505,stay
0.23996,0.64672,0.90022,0.40677,0.56808,stay
0.18929,0.83284,0.63949,0.64355,0.86458,stay
0.83547,0.22437,0.20277,-0.6111,0.57233,stay
0.28513,0.68873,0.48492,0.4036,0.88564,stay
0.69565,0.5,0.0,-0.19565,0.0,stay
0.11533,0.90236,0.10614,0.78703,0.87853,stay
0.72915,0.58567,0.84777,-0.14349,0.48184,right
0.06687,0.89589,0.86211,0.82903,0.75818,stay
0.06462,0.5,0.0,0.43538,0.0,stay
0.38608,0.19849,0.30222,-0.18759,0.54924,right
0.77138,0.5,0.0,-0.27138,0.0,stay
0.11914,0.48322,0.24904,0.36408,0.65076,stay
0.77195,0.77716,0.9894,0.0052,0.87569,left
0.62776,0.75497,0.84957,0.12721,0.43383,left
0.17655,0.33419,0.24805,0.15763,0.57865,left
0.7053,0.40893,0.31812,-0.29637,0.52031,stay
0.60618,0.05753,0.04783,-0.54865,0.43593,stay
0.4337,0.03408,0.06736,-0.39962,0.50884,stay
0.83107,0.51266,0.78002,-0.31842,0.53713,stay
0.87571,0.89714,0.76822,0.02143,0.5437,left
0.26702,0.57942,0.01044,0.31241,0.97636,stay
0.47804,0.5542,0.34295,0.07616,0.6122,left
0.46582,0.48025,0.38425,0.01443,0.76774,left
0.11756,0.03252,0.4505,-0.08504,0.76847,right
0.28446,0.21857,0.3512,-0.06588,0.79892,right
0.12016,0.16118,0.31345,0.04101,0.65467,left
0.65159,0.81147,0.70622,0.15987,0.86494,left
0.4151,0.38143,0.71877,-0.03367,0.64078,right
0.22502,0.5,0.0,0.27498,0.0,stay
0.15842,0.79013,0.22857,0.63171,0.43257,stay
0.57413,0.80347,0.36127,0.22934,0.48585,stay
0.5602,0.37563,0.25512,-0.18457,0.48866,right
0.64257,0.91971,0.93052,0.27714,0.46875,stay
0.83987,0.91772,0.12311,0.07785,0.97037,left
0.49001,0.04792,0.90718,-0.44209,0.78247,stay
0.58072,0.46864,0.65223,-0.11209,0.66652,right
0.68681,0.78927,0.10586,0.10246,0.50622,left
0.4494,0.05344,0.48266,-0.39596,0.71503,stay
0.21844,0.29306,0.88342,0.07463,0.44975,left
0.60617,0.0799,0.65476,-0.52627,0.43475,stay
0.5444,0.24407,0.48653,-0.30032,0.84253,stay
0.45928,0.40972,0.00465,-0.04956,0.52977,left
0.88437,0.70692,0.8524,-0.17745,0.50714,right
0.07901,0.27705,0.8622,0.19804,0.47958,left
0.6134,0.12092,0.47997,-0.49247,0.89059,stay
0.19045,0.08273,0.56739,-0.10772,0.8308,right
0.41079,0.39639,0.52175,-0.0144,0.67012,right
0.38203,0.08775,0.99675,-0.29428,0.55135,stay
0.24033,0.32432,0.71577,0.08399,0.85296,left
0.42544,0.49237,0.68784,0.06693,0.56951,left
0.58509,0.56884,0.54662,-0.01625,0.45384,right
0.85625,0.89295,0.03912,0.03671,0.79752,left
0.82394,0.74397,0.69964,-0.07996,0.45894,right
0.1265,0.5,0.0,0.3735,0.0,stay
0.94805,0.25579,0.55084,-0.69226,0.47291,stay
0.45558,0.60936,0.30568,0.15378,0.76298,left
0.54166,0.5,0.0,-0.04166,0.0,stay
0.17791,0.63048,0.30255,0.45257,0.87345,stay
0.20774,0.49471,0.01071,0.28696,0.91482,stay
0.77965,0.69863,0.07637,-0.08102,0.43124,right
0.45371,0.41398,0.1005,-0.03973,0.72993,right
0.79646,0.11864,0.71746,-0.67782,0.77487,stay
0.4147,0.30442,0.03021,-0.11028,0.83924,right
0.62502,0.60896,0.75205,-0.01607,0.86258,right
0.1949,0.85547,0.311,0.66057,0.80421,stay
0.06972,0.50436,0.12316,0.43463,0.83533,stay
0.63376,0.71808,0.42259,0.08432,0.59758,left
0.16939,0.09092,0.03089,-0.07846,0.75923,right
0.60109,0.39973,0.69646,-0.20136,0.68911,right
0.11894,0.19518,0.76323,0.07624,0.71581,left
0.68743,0.54902,0.17111,-0.13841,0.456,right
0.92092,0.5,0.0,-0.42092,0.0,stay
0.75639,0.47269,0.89488,-0.2837,0.58105,stay
0.84581,0.55772,0.91526,-0.28809,0.55618,stay
0.59325,0.10287,0.12462,-0.49037,0.49269,stay
0.85066,0.79336,0.55682,-0.0573,0.631,right
0.06685,0.83542,0.77602,0.76857,0.56611,stay
0.92645,0.73451,0.92576,-0.19194,0.56494,right
0.80026,0.5,0.0,-0.30026,0.0,stay
0.57952,0.52442,0.46656,-0.0551,0.89962,right
0.17929,0.69408,0.6986,0.51479,0.55124,stay
0.33231,0.33765,0.73675,0.00534,0.651,left
0.26472,0.25907,0.15902,-0.00565,0.70495,left
0.83006,0.89855,0.96011,0.06849,0.66376,left
0.46927,0.50966,0.70643,0.04039,0.79937,left
0.16781,0.73713,0.58038,0.56932,0.88889,stay
0.55146,0.37646,0.84124,-0.175,0.90962,right
0.26882,0.33595,0.47968,0.06713,0.84112,left
0.43991,0.25717,0.55521,-0.18274,0.73776,right
0.66872,0.80716,0.79953,0.13844,0.54324,left
0.174,0.23914,0.44674,0.06515,0.95579,left
0.44737,0.95949,0.56085,0.51212,0.69092,stay
0.42947,0.63127,0.83509,0.20181,0.6445,left
0.79271,0.53945,0.09659,-0.25326,0.89426,stay
0.50429,0.46328,0.44993,-0.04101,0.68597,right
0.1069,0.80442,0.90939,0.69753,0.60225,stay
0.67023,0.71774,0.90017,0.04751,0.50947,left
0.13716,0.52099,0.00726,0.38384,0.7737,stay
0.68462,0.52238,0.13525,-0.16225,0.99754,right
0.66377,0.41233,0.19498,-0.25144,0.43194,stay
0.13216,0.26702,0.24247,0.13486,0.94086,left
0.13282,0.63348,0.27709,0.50066,0.65289,stay
0.49334,0.19594,0.50729,-0.2974,0.72309,stay
0.35106,0.94676,0.91209,0.5957,0.62043,stay
0.9153,0.46361,0.91256,-0.4517,0.44506,stay
0.92263,0.84029,0.08523,-0.08234,0.91052,right
0.29478,0.09004,0.71232,-0.20474,0.75869,right
0.55235,0.81738,0.62608,0.26502,0.97103,stay
0.88767,0.83894,0.58863,-0.04873,0.94259,right
0.77832,0.90885,0.93188,0.13053,0.87641,left
0.2739,0.6984,0.23086,0.4245,0.5725,stay
0.38524,0.17443,0.43544,-0.21081,0.66778,right
0.79194,0.94103,0.04166,0.14908,0.78527,left
0.68001,0.09015,0.73996,-0.58986,0.63172,stay
0.07066,0.65187,0.60073,0.58121,0.51506,stay
0.9326,0.73052,0.01777,-0.20208,0.65996,right
0.17834,0.64966,0.74319,0.47132,0.83884,stay
0.94808,0.21734,0.72685,-0.73074,0.8212,stay
0.63064,0.63528,0.08515,0.00464,0.97445,left
0.05716,0.37593,0.11012,0.31877,0.73154,stay
0.60435,0.87,0.60339,0.26565,0.52935,stay
0.33305,0.16144,0.27697,-0.17161,0.47802,right
0.11924,0.1827,0.24047,0.06346,0.90575,left
0.68281,0.71856,0.80233,0.03575,0.93439,left
0.4286,0.61798,0.31581,0.18938,0.55805,left
0.32898,0.09139,0.94594,-0.2376,0.80164,stay
0.1787,0.66184,0.86637,0.48314,0.86657,stay
0.63914,0.45884,0.34085,-0.1803,0.90043,right
0.52541,0.29059,0.80137,-0.23482,0.736,stay
0.86093,0.20488,0.78742,-0.65605,0.59684,stay
0.17662,0.15846,0.68601,-0.01816,0.44236,right
0.05019,0.8972,0.78954,0.84701,0.94132,stay
0.51322,0.51244,0.88628,-0.00077,0.4524,right
0.8412,0.58279,0.98784,-0.25841,0.57325,stay
0.84917,0.16053,0.60191,-0.68864,0.92533,stay
0.19216,0.20175,0.68531,0.00959,0.64411,left
0.8294,0.758,0.31521,-0.0714,0.46744,right
0.30453,0.79113,0.75774,0.4866,0.81101,stay
0.94888,0.18916,0.64142,-0.75972,0.49781,stay
0.24821,0.07137,0.01211,-0.17684,0.50578,right
0.56338,0.44416,0.76944,-0.11922,0.87353,right
0.55205,0.20729,0.37711,-0.34476,0.69202,stay
0.37533,0.67022,0.6782,0.29488,0.46755,stay
0.91682,0.13888,0.30401,-0.77794,0.74608,stay
0.37821,0.73365,0.87747,0.35544,0.51096,stay
0.07029,0.53611,0.44546,0.46581,0.81279,stay
0.76433,0.50823,0.12136,-0.2561,0.54456,stay
0.1857,0.68163,0.81468,0.49593,0.5593,stay
0.66231,0.59007,0.78737,-0.07224,0.72954,right
0.71965,0.9603,0.37528,0.24065,0.73643,stay
0.59227,0.86325,0.51229,0.27098,0.91055,stay
0.31199,0.52293,0.45466,0.21094,0.64013,left
0.76142,0.86542,0.64604,0.104,0.8606,left
0.42152,0.34648,0.80035,-0.07504,0.50519,right
0.59901,0.35086,0.54925,-0.24815,0.91391,stay
0.57935,0.73122,0.12743,0.15187,0.96213,left
0.52923,0.80212,0.38463,0.27289,0.76115,stay
0.66658,0.1049,0.64684,-0.56168,0.96955,stay
0.33298,0.32956,0.77977,-0.00341,0.68251,right
0.10906,0.697,0.40339,0.58794,0.87489,stay
0.26891,0.78626,0.33611,0.51735,0.77085,stay
0.87336,0.58661,0.24565,-0.28675,0.44542,stay
0.53324,0.76453,0.31886,0.23129,0.79133,stay
0.87379,0.50546,0.71854,-0.36833,0.51773,stay
0.54974,0.58821,0.75846,0.03848,0.49141,left
0.58259,0.17207,0.44665,-0.41053,0.89047,stay
0.65561,0.56265,0.53651,-0.09296,0.52105,right
0.29398,0.30124,0.68335,0.00726,0.92875,left
0.50156,0.41619,0.54617,-0.08537,0.63917,right
0.75806,0.27397,0.49493,-0.48409,0.55963,stay
0.56758,0.32169,0.20297,-0.24589,0.83856,stay
0.52926,0.75092,0.40403,0.22166,0.83252,stay
0.84776,0.13965,0.38403,-0.70811,0.68312,stay
0.31965,0.80854,0.04285,0.48889,0.64278,stay
0.3615,0.73504,0.9093,0.37354,0.82103,stay
0.32589,0.80206,0.48962,0.47617,0.73151,stay
0.11079,0.77205,0.19361,0.66126,0.75673,stay
0.94064,0.15139,0.41841,-0.78925,0.85359,stay
0.44782,0.75298,0.66288,0.30516,0.71706,stay
0.83257,0.94253,0.40566,0.10996,0.99584,left
0.11927,0.5,0.0,0.38073,0.0,stay
0.94753,0.77222,0.25769,-0.17531,0.95092,right
0.88313,0.94876,0.20218,0.06563,0.60719,left
0.51374,0.21493,0.4619,-0.29881,0.44666,stay
0.43064,0.08377,0.29453,-0.34687,0.78157,stay
0.71296,0.77332,0.56778,0.06037,0.86165,left
0.79786,0.0816,0.97562,-0.71626,0.92608,stay
0.66556,0.14572,0.35574,-0.51984,0.51853,stay
0.76104,0.59814,0.18006,-0.16289,0.98557,right
0.62375,0.04062,0.20119,-0.58313,0.59053,stay
0.38811,0.38427,0.3205,-0.00384,0.89222,right
0.09111,0.46939,0.22728,0.37828,0.85083,stay
0.60947,0.63982,0.42036,0.03035,0.56522,left
0.12117,0.35266,0.36994,0.23149,0.73523,stay
0.44185,0.32953,0.83021,-0.11232,0.46672,right
0.30041,0.5,0.0,0.19959,0.0,stay
0.77987,0.81713,0.98239,0.03726,0.47807,left
0.65179,0.22133,0.81001,-0.43047,0.93918,stay
0.10027,0.70423,0.13187,0.60396,0.46641,stay
0.22639,0.75296,0.65673,0.52657,0.44494,stay
0.83096,0.54942,0.36882,-0.28154,0.6097,stay
0.53566,0.55221,0.87493,0.01655,0.88856,left
0.7272,0.5842,0.38403,-0.143,0.97905,right
0.70539,0.78256,0.10927,0.07716,0.53921,left
0.50786,0.4876,0.29643,-0.02027,0.80137,right
0.1352,0.57946,0.12479,0.44426,0.6058,stay
0.43753,0.71232,0.60841,0.27479,0.75099,stay
0.26635,0.16239,0.25053,-0.10396,0.55118,right
0.43096,0.59136,0.07306,0.1604,0.74749,left
0.701,0.571,0.37008,-0.13,0.60439,right
0.27083,0.16681,0.64002,-0.10402,0.48773,right
0.91716,0.69784,0.17503,-0.21931,0.50535,right
0.34532,0.5,0.0,0.15468,0.0,stay
0.94145,0.54136,0.51957,-0.4001,0.75801,stay
0.16408,0.4257,0.11365,0.26162,0.46623,stay
0.86624,0.58638,0.663,-0.27986,0.47785,stay
0.63131,0.88346,0.08946,0.25215,0.75726,stay
0.64463,0.56703,0.07861,-0.07759,0.70733,right
0.09333,0.95361,0.28785,0.86028,0.8162,stay
0.33496,0.14889,0.26041,-0.18608,0.53516,right
0.77793,0.6047,0.63965,-0.17323,0.48934,right
0.19017,0.47177,0.64022,0.2816,0.61251,stay
0.1055,0.7641,0.22229,0.6586,0.54294,stay
0.1601,0.35773,0.87043,0.19763,0.66802,left
0.33475,0.24492,0.14736,-0.08984,0.63993,right
0.44387,0.26375,0.92548,-0.18012,0.85566,right
0.30716,0.28541,0.31971,-0.02174,0.73789,left
0.70829,0.1741,0.06516,-0.53419,0.81647,stay
0.30619,0.36027,0.97752,0.05409,0.92835,left
0.72906,0.09305,0.37743,-0.63601,0.43033,stay
0.12961,0.94054,0.25573,0.81092,0.87792,stay
0.05059,0.63494,0.68234,0.58435,0.88167,stay
0.48511,0.5,0.0,0.01489,0.0,stay
0.8221,0.29083,0.85258,-0.53127,0.80341,stay
0.62689,0.5863,0.58065,-0.04059,0.52758,right
0.34927,0.07168,0.54601,-0.27759,0.8937,stay
0.76992,0.54483,0.37389,-0.22509,0.4906,stay
0.14336,0.0398,0.28293,-0.10356,0.80304,right
0.23729,0.41144,0.88362,0.17415,0.69253,left
0.55442,0.55165,0.03422,-0.00276,0.55144,right
0.73081,0.24386,0.06098,-0.48695,0.65065,stay
0.55319,0.36009,0.35435,-0.19309,0.81565,right
0.28201,0.28695,0.63016,0.00494,0.97254,left
0.43383,0.2961,0.02469,-0.13773,0.77597,right
0.3377,0.90433,0.58144,0.56663,0.90971,stay
0.42045,0.85382,0.72765,0.43337,0.48066,stay
0.33631,0.38982,0.38157,0.05351,0.74072,left
0.87431,0.27693,0.32873,-0.59738,0.48636,stay
0.6918,0.10712,0.15422,-0.58468,0.83566,stay
0.59216,0.37009,0.24396,-0.22207,0.97154,stay
0.75215,0.76078,0.25971,0.00862,0.62771,left
0.46145,0.23216,0.4429,-0.22929,0.8388,stay
0.94377,0.41084,0.86617,-0.53292,0.44042,stay
0.05463,0.94031,0.98047,0.88568,0.66475,stay
0.4183,0.5,0.0,0.0817,0.0,stay
0.59714,0.67525,0.10222,0.07811,0.92046,left
0.15997,0.48998,0.23082,0.33001,0.96717,stay
0.09026,0.03837,0.79516,-0.05188,0.622,right
0.13141,0.30425,0.15225,0.17284,0.51279,left
0.41041,0.5,0.0,0.08959,0.0,stay
0.67126,0.63039,0.94064,-0.04087,0.6395,right
0.48907,0.64311,0.1961,0.15404,0.78112,left
0.19112,0.94473,0.5215,0.75361,0.98742,stay
0.27907,0.74991,0.91009,0.47084,0.47778,stay
0.27045,0.88471,0.67411,0.61426,0.80956,stay
0.62212,0.37294,0.37018,-0.24917,0.54942,stay
0.53353,0.5,0.0,-0.03353,0.0,stay
0.05151,0.08817,0.5356,0.03666,0.91286,left
0.24674,0.87364,0.3558,0.6269,0.89592,stay
0.21757,0.38973,0.26468,0.17216,0.83322,left
0.29747,0.22346,0.82969,-0.07401,0.90818,right
0.89517,0.37539,0.01279,-0.51978,0.81427,stay
0.47447,0.5,0.0,0.02553,0.0,stay
0.05172,0.36396,0.68911,0.31224,0.9572,stay
0.27902,0.64365,0.28521,0.36463,0.69632,stay
0.76436,0.15688,0.78854,-0.60748,0.44025,stay
0.63489,0.34347,0.0974,-0.29142,0.59563,stay
0.92514,0.7385,0.87466,-0.18664,0.96699,right
0.62743,0.62235,0.79102,-0.00509,0.50757,right
0.65501,0.74495,0.01077,0.08994,0.49686,left
0.62093,0.12761,0.06912,-0.49333,0.92737,stay
0.08544,0.47158,0.40673,0.38614,0.56702,stay
0.25442,0.82321,0.99294,0.56878,0.54788,stay
0.13365,0.5,0.0,0.36635,0.0,stay
0.12684,0.43063,0.59081,0.30379,0.66503,stay
0.59935,0.1005,0.1524,-0.49885,0.78784,stay
0.30989,0.89223,0.23523,0.58235,0.74523,stay
0.4915,0.55056,0.53939,0.05906,0.6978,left
0.43442,0.64846,0.15996,0.21403,0.93026,left
0.74583,0.82878,0.2719,0.08295,0.94243,left
0.72441,0.73653,0.52347,0.01212,0.66238,left
0.80433,0.40179,0.71782,-0.40254,0.59541,stay
0.29206,0.51248,0.21072,0.22042,0.55441,stay
0.37158,0.60875,0.11835,0.23718,0.95629,stay
0.24561,0.22713,0.71438,-0.01848,0.82137,right
0.38146,0.43243,0.72038,0.05097,0.47105,left
0.30635,0.76637,0.62378,0.46001,0.86038,stay
0.50692,0.53738,0.73864,0.03046,0.73012,left
0.69559,0.8862,0.06771,0.1906,0.66883,left
0.49367,0.65764,0.39119,0.16397,0.82766,left
0.31974,0.81267,0.95742,0.49293,0.77322,stay
0.82053,0.65167,0.92683,-0.16887,0.8033,right
0.56321,0.12316,0.57813,-0.44005,0.43797,stay
0.75831,0.23595,0.91513,-0.52236,0.52439,stay
0.58749,0.60677,0.5206,0.01928,0.95149,left
0.32434,0.90712,0.64297,0.58279,0.90066,stay
0.79313,0.67822,0.57623,-0.11492,0.94736,right
0.91415,0.5,0.0,-0.41415,0.0,stay
0.79886,0.5,0.0,-0.29886,0.0,stay
0.17491,0.6932,0.4486,0.51829,0.43299,stay
0.51093,0.5,0.0,-0.01093,0.0,stay
0.20653,0.45462,0.85356,0.2481,0.4527,stay
0.8838,0.42316,0.56014,-0.46064,0.60034,stay
0.48701,0.32634,0.85677,-0.16067,0.97137,right
0.1551,0.13052,0.68986,-0.02458,0.8561,right
0.47535,0.5,0.0,0.02465,0.0,stay
0.39867,0.758,0.6789,0.35932,0.45985,stay
0.09111,0.14379,0.06925,0.05268,0.91003,right
0.94398,0.59632,0.76342,-0.34767,0.74435,stay
0.41772,0.5,0.0,0.08228,0.0,stay
0.05642,0.95521,0.63844,0.89879,0.49324,stay
0.67381,0.5,0.0,-0.17381,0.0,stay
0.59103,0.15586,0.05644,-0.43517,0.51131,stay
0.59313,0.25991,0.60746,-0.33322,0.90526,stay
0.65823,0.65362,0.61383,-0.00461,0.86562,right
0.22628,0.5,0.0,0.27372,0.0,stay
0.85159,0.85411,0.59939,0.00252,0.4437,left
0.32189,0.82098,0.05845,0.4991,0.56018,stay
0.71285,0.35067,0.90891,-0.36219,0.47012,stay
0.17575,0.14554,0.76012,-0.03021,0.99669,right
0.86414,0.5,0.0,-0.36414,0.0,stay
0.77332,0.30132,0.80567,-0.472,0.98311,stay
